,SourceFile,FileName,ImageWidth,ImageHeight,CreateDate,PictureDirectory,R,G,B,Pct,Timestamp,Hours,Date,Day,Month
104,20190420/IMAG0317.JPG,IMAG0317.JPG,3648,2736,2019:04:13 14:04:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.795796264,0.891727685,0.915117706,0.34745,4/13/2019 14:04,14,4/13/2019,13,4
105,20190420/IMAG0330.JPG,IMAG0330.JPG,3648,2736,2019:04:14 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.862621793,0.925966306,0.935551642,0.33235,4/14/2019 12:04,12,4/14/2019,14,4
106,20190420/IMAG0331.JPG,IMAG0331.JPG,3648,2736,2019:04:14 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.797896957,0.830531612,0.83601452,0.2798,4/14/2019 14:04,14,4/14/2019,14,4
107,20190420/IMAG0375.JPG,IMAG0375.JPG,3648,2736,2019:04:15 12:04:02,C:/Users/branc/Desktop/New folder (3)/Snow,0.837229483,0.880408709,0.893771835,0.3317,4/15/2019 12:04,12,4/15/2019,15,4
108,20190420/IMAG0376.JPG,IMAG0376.JPG,3648,2736,2019:04:15 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.861266037,0.925047204,0.935860566,0.324,4/15/2019 14:04,14,4/15/2019,15,4
109,20190420/IMAG0387.JPG,IMAG0387.JPG,3648,2736,2019:04:16 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.764115833,0.801228873,0.799274929,0.32965,4/16/2019 12:04,12,4/16/2019,16,4
110,20190420/IMAG0388.JPG,IMAG0388.JPG,3648,2736,2019:04:16 14:04:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.843234636,0.904596191,0.911809109,0.32015,4/16/2019 14:04,14,4/16/2019,16,4
111,20190420/IMAG0399.JPG,IMAG0399.JPG,3648,2736,2019:04:17 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.825000304,0.850827783,0.848011007,0.24155,4/17/2019 12:04,12,4/17/2019,17,4
112,20190420/IMAG0400.JPG,IMAG0400.JPG,3648,2736,2019:04:17 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.844094974,0.900958041,0.90284325,0.30485,4/17/2019 14:04,14,4/17/2019,17,4
113,20190420/IMAG0417.JPG,IMAG0417.JPG,3648,2736,2019:04:18 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.863143152,0.882464433,0.876259583,0.2128,4/18/2019 12:04,12,4/18/2019,18,4
114,20190420/IMAG0418.JPG,IMAG0418.JPG,3648,2736,2019:04:18 13:33:41,C:/Users/branc/Desktop/New folder (3)/Snow,0.817651885,0.850656353,0.842722208,0.2844,4/18/2019 13:33,13,4/18/2019,18,4
