TIMESTAMP_1,TIMESTAMP_2,TIMESTAMP_3,TIMESTAMP_4,Ta_1_1_1,Pa_1_1_1,CO2Sig_1_1_1,H2OSig_1_1_1,RawDist_1_1_1,QualNR_1_1_1,TempCorDist_1_1_1,SnowDepth_1_1_1
yyyy,ddd,HH,MM,C,kPa,arb,arb,NA,NA,NA,NA
2018,345,12,00,-2.61617,72.71008,0.9026597,0.8148713,2.7885,175,2.775113,0.4248863
2018,345,12,30,-2.103943,72.70332,0.902607,0.8148034,2.785,179.8333,2.774252,0.4257478
2018,345,13,00,-2.011505,72.66807,0.902545,0.8146417,2.784833,183.6667,2.77456,0.4254399
2018,345,13,30,-1.358256,72.63866,0.902621,0.8147786,2.7845,188,2.777567,0.4224327
2018,345,14,00,-1.335561,72.61391,0.9024956,0.8146265,2.7845,179.3333,2.777684,0.4223159
2018,345,14,30,-1.546026,72.59547,0.9027326,0.8149286,2.787333,188.1667,2.779434,0.420566
2018,345,15,00,-1.648829,72.57195,0.9029506,0.8152007,2.788,178,2.779572,0.4204277
2018,345,15,30,-1.921453,72.5741,0.9032664,0.8156421,2.7905,180.8333,2.780667,0.4193328
2018,345,16,00,-2.671402,72.58224,0.9035037,0.8159986,2.793667,183.8333,2.779971,0.4200287
2018,345,16,30,-3.409993,72.56882,0.9036939,0.8162959,2.7965,186,2.778989,0.421011
